Municipio,Nombre,2022,2023,2024,2025,2026
Tototlan,Grupo Mendoza S. de R.L.,1748333.95,13527157.39,8021121.91,6427725.24,3607519.01
Mascota,Comercializadora Vega S.C.,,6346263.5,5354932.42,11907494.64,10400076.93
Ciudad Guzman,Servicios Vargas,8271868.04,,414427.24,11981151.72,6845143.07
Etzatlan,Inversiones Ibarra S.A.,6087279.94,712934.7,728919.74,10764893.96,6758319.79
El Salto,Servicios Soto S.R.L. de C.V.,8491332.59,12559826.26,2739361.78,9310793.5,7683114.92
El Grullo,Soluciones Montes S.A. de C.V.,9350982.19,13785930.0,13818599.17,10078942.01,14597710.33
Villa Hidalgo,Empresa Flores,497512.0,4525821.95,12838476.22,8976430.74,8734574.35
Tlaquepaque,Distribuidora Torres S.A. de C.V.,11541314.64,,9859881.53,12912920.23,8491820.28
Etzatlan,Servicios Soto S. de R.L.,7590021.32,8145265.64,6511921.26,13662585.81,4680430.01
San Martin de Bolanos,Inversiones Vargas,2584225.99,9628197.9,14268804.95,5375799.75,5594910.91
Toliman,Inversiones Tapia S.R.L. de C.V.,14453084.64,,,14885895.45,9964967.22
Valle de Guadalupe,Soluciones Jimenez S.A.,9122363.11,9433334.99,13616103.3,1111210.37,1039064.87
San Martin Hidalgo,Distribuidora Sandoval S.A.,13181784.92,,178810.74,2929837.02,14556662.76
Degollado,Corporativo Hernandez,3437102.46,12681075.37,3633289.45,566992.61,859211.18
Jamay,Empresa Hernandez S.C.,5396391.97,,9704723.89,,14478736.37
Tuxcacuesco,Soluciones Sandoval S. de R.L.,9500663.47,6032893.95,14834401.95,5234790.07,4190065.7
Zapotiltic,Industrias Vargas,1906859.5,2863459.83,7163397.73,,9523545.01
Toliman,Grupo Mendoza S.A. de C.V.,5789790.55,,4235542.82,1992290.99,787346.78
Zapotlan del Rey,Inversiones Nunez S.A.,14670988.26,10566236.81,3578946.36,9996379.19,5952505.82
Arandas,Constructora Flores S. de R.L.,3970173.41,6980204.42,758274.35,1613621.03,12841672.0
Puerto Vallarta,Comercializadora Medina S.R.L. de C.V.,6488810.18,11070642.02,12634194.94,11454263.02,5193291.42
Jesus Maria,Empresa Ybarra S.R.L. de C.V.,14143354.53,2306772.47,13013522.88,11931433.04,521336.04
El Limon,Empresa Lara S. de R.L.,10152996.77,,8500795.82,3628440.67,13494573.39
Cocula,Empresa Diaz S.A.,,10905420.45,3694950.61,9374908.96,584832.31
Magdalena,Servicios Reyes,2391242.28,,7049264.78,10545564.08,13311193.99
Puerto Vallarta,Grupo Soto S.A.,13889120.57,9572333.81,,14183386.45,14146220.43
Cabo Corrientes,Constructora Zepeda S.A. de C.V.,7611249.94,10996732.43,,9624827.86,11079524.49
Teocaltiche,Corporativo Perez S.R.L. de C.V.,4631043.2,,14207220.1,14694894.7,13252834.41
Jocotepec,Comercializadora Perez S.A. de C.V.,10973756.89,10640589.01,4057665.12,115769.63,10646812.02
Bolanos,Grupo Vega S.A.,464109.6,4253398.56,9530780.07,,5124101.84
Tlajomulco de Zuniga,Distribuidora Rios S.A. de C.V.,3752779.37,811877.2,3539681.06,1593131.37,8369808.62
Cihuatlan,Corporativo Quintero S.A. de C.V.,3767600.68,,11270315.22,,11587139.03
Guadalajara,Inversiones Montes,14547457.45,5656243.59,5800014.33,8625490.54,9546368.51
Bolanos,Servicios Cruz S.A.,,10826600.67,6180697.13,3289356.79,9464336.69
Tepatitlan de Morelos,Grupo Mendoza S.A. de C.V.,4907752.84,,11446924.97,3384883.9,10058396.31
San Cristobal de la Barranca,Inversiones Ibarra S. de R.L.,3989426.31,,4460453.46,10360361.37,69208.84
Degollado,Industrias Morales S.A. de C.V.,,8798002.19,11639633.29,8455843.27,5855512.01
Jesus Maria,Constructora Tapia S.R.L. de C.V.,,2983557.88,528540.15,1061677.89,
La Huerta,Empresa Flores S.A.,63579.1,8817090.52,9234633.3,13475520.06,1820495.24
Jamay,Constructora Ochoa,269506.73,10137553.44,14947080.3,,13252133.91
Tlajomulco de Zuniga,Corporativo Uribe S.A.,11605454.9,1663482.1,12826987.96,8663678.73,11978590.47
Cabo Corrientes,Servicios Gomez S.A.,4858967.84,1618798.95,10429876.07,,2714008.71
Unión de San Antonio,Empresa Gomez S.A. de C.V.,7380732.49,740030.98,8955674.91,6744004.43,12667771.17
San Martin de Bolanos,Grupo Soto S.R.L. de C.V.,6330992.15,,615295.2,12269066.33,11151092.31
Tecalitlan,Corporativo Ibarra S.A.,382856.66,11774607.36,4713067.91,3457970.54,69124.81
La Barca,Comercializadora Ortega S.A. de C.V.,11492993.1,10499349.74,9770905.81,8445938.42,4533759.62
Ameca,Empresa Ramirez S.A.,2646279.52,12104920.78,5679726.08,9854187.34,10818588.94
Acatic,Comercializadora Flores S.C.,13101947.61,4286521.07,3192462.99,4700017.1,1105799.93
Ixtlahuacan de los Membrillos,Corporativo Rivera,14135419.23,493366.54,7363588.27,,13725846.76
Mixtlan,Distribuidora Lara S.C.,7552090.91,13877150.57,7643512.76,6890332.74,13499183.72
Teocuitatlan de Corona,Industrias Quintero S.R.L. de C.V.,12716447.03,172039.55,12408192.98,4094405.9,12312571.45
Villa Corona,Corporativo Reyes S.C.,12022407.46,,13824973.52,11258997.25,
Puerto Vallarta,Servicios Ochoa S.A. de C.V.,3802583.86,13488136.43,14995892.51,12794747.95,
Villa Purificacion,Servicios Aguilar S.C.,8162432.33,3771603.84,,5970128.51,9792829.16
Mascota,Distribuidora Morales S.R.L. de C.V.,2552510.75,7019219.16,12183058.17,8238903.93,1233726.8
Ixtlahuacan del Rio,Comercializadora Ibarra S.A.,8724249.87,9505658.61,454415.37,7013974.39,2536409.4
Cihuatlan,Inversiones Ochoa S.C.,13579166.13,,828492.22,12538476.57,2472564.74
Tapalpa,Comercializadora Torres S. de R.L.,2361553.97,3768323.64,8161946.32,6639888.95,139767.78
Zapopan,Constructora Perez S.A.,11130886.55,444116.95,6916354.31,4202394.76,10214719.68
Tototlan,Constructora Morales S.A. de C.V.,498837.86,12192210.05,,10192678.13,3964701.52
Etzatlan,Soluciones Delgado S.A. de C.V.,14847728.3,12362572.62,6616612.36,12661114.55,5919862.47
La Barca,Grupo Delgado S.R.L. de C.V.,9827832.17,7638273.48,,14740631.34,14527144.38
Toliman,Constructora Martinez S. de R.L.,12781787.22,7541121.23,10628283.46,,14225981.11
Ixtlahuacan de los Membrillos,Constructora Soto S.R.L. de C.V.,4130689.73,,7076124.06,,8270924.41
Tonala,Comercializadora Pena S. de R.L.,6010304.2,1079091.11,12660330.23,6301945.67,11142868.3
Cocula,Inversiones Pena S.A.,,7753984.28,5233764.73,6294943.88,1907602.8
Villa Hidalgo,Comercializadora Morales S.R.L. de C.V.,,8652787.28,13279460.8,3495852.75,
Cihuatlan,Corporativo Torres,6826141.88,5043156.38,1790104.45,6245984.91,10413169.66
Tequila,Empresa Gutierrez S.A. de C.V.,10757760.48,6754216.8,9743963.59,14446632.77,3046030.22
Villa Purificacion,Industrias Vega S.A. de C.V.,14212991.44,3519179.8,1985016.3,,5165945.25
Zapotiltic,Constructora Montes S.R.L. de C.V.,9381923.29,6417902.55,7938536.78,12194082.33,11269231.03
El Arenal,Inversiones Pena S.A. de C.V.,3747757.03,,5218809.32,3997491.39,3522379.92
Chapala,Constructora Perez S.C.,642210.64,2036286.75,4329551.77,,4577964.05
San Gabriel,Industrias Valdez S. de R.L.,10039886.14,2984296.19,,14293629.33,13405983.74
San Juanito de Escobedo,Grupo Zepeda S.A. de C.V.,2471472.41,7330940.3,7239997.65,10523204.12,7568508.46
Etzatlan,Grupo Morales S.A.,2255604.95,9389493.77,391319.41,3407386.83,9180658.78
San Diego de Alejandria,Industrias Cruz S.A.,2920007.98,2746395.08,13068672.26,2286162.25,14244124.9
Tamazula de Gordiano,Grupo Delgado S.C.,8510481.86,331951.95,1645064.17,,1415152.29
Mezquitic,Servicios Morales S.R.L. de C.V.,9653939.0,,4645095.7,5603716.69,7367213.88
Tuxcueca,Industrias Martinez S.A.,,5038394.84,6551873.73,12107787.58,9679154.05
Ayotlan,Constructora Soto S.A. de C.V.,12074252.14,7131377.56,2065200.39,,14776119.54
Valle de Guadalupe,Corporativo Zepeda S.C.,7852247.13,,10539520.79,5296515.33,3268972.11
Sayula,Constructora Torres S.A.,7188492.54,9381789.35,8165268.16,6844958.61,758186.03
Chapala,Empresa Cruz S.R.L. de C.V.,,,13695325.98,6761747.64,2101135.26
Etzatlan,Constructora Cruz S.C.,6520957.06,14041734.79,11117554.55,2477776.15,8857438.05
Ayutla,Empresa Vega S. de R.L.,3781990.75,11578183.71,14414933.27,7135291.65,3504078.8
Ayutla,Constructora Delgado S.C.,1718299.52,,6329197.61,14504210.72,2334176.88
San Gabriel,Distribuidora Valdez S.A.,3862540.21,5525047.05,1391053.81,6942269.11,7922980.14
San Gabriel,Servicios Gutierrez S.A.,1321199.87,,4344230.27,,
Encarnacion de Diaz,Empresa Gomez S.A. de C.V.,,12187698.69,,8002410.85,7436278.72
Huejuquilla el Alto,Soluciones Perez,14469289.28,13912513.57,12462494.74,11346152.06,12095715.54
Tepatitlan de Morelos,Inversiones Pena,5508788.13,12109627.48,9777063.62,9514303.19,866924.94
Sayula,Comercializadora Fuentes S.C.,2688776.13,2595765.93,8629787.01,,441954.67
Tonaya,Grupo Lopez S.C.,8236553.87,1047332.24,13481444.75,95357.04,689936.45
Sayula,Soluciones Reyes S. de R.L.,10257800.38,3196608.38,10967864.71,6860538.36,12146709.75
Zapotlan del Rey,Inversiones Mendoza S.R.L. de C.V.,3020633.42,1547697.02,10222382.87,10909762.51,4123322.07
Tototlan,Empresa Nunez S.R.L. de C.V.,5115849.71,,4924974.77,12204461.44,5115524.24
Chapala,Corporativo Cervantes S. de R.L.,10913860.87,6988148.63,2699906.84,667433.94,4748640.28
Zapotlan del Rey,Grupo Soto,7255181.51,3553574.78,6977308.25,,11081537.74
Teocuitatlan de Corona,Soluciones Vargas S. de R.L.,6713331.98,14760931.01,10765554.54,9839444.32,
Autlan de Navarro,Comercializadora Ybarra S.A.,9364492.33,,9102809.81,524210.36,14434195.82
La Barca,Grupo Diaz S.A.,7871283.43,641550.81,3459421.75,10719290.48,5387737.82
Jamay,Soluciones Ybarra S.C.,,10707629.42,,13669269.16,11842428.93
Ocotlan,Industrias Ortega S. de R.L.,1016723.16,6656585.08,5929466.76,1073140.13,3319738.24
Arandas,Comercializadora Ramos S. de R.L.,7010224.72,5428103.56,13829371.2,2502501.22,
Tonaya,Corporativo Cruz S.R.L. de C.V.,9179054.11,,13980368.45,9571420.55,5135792.04
Tecolotlan,Corporativo Reyes,7465853.04,4787701.33,12713778.02,6716220.99,8856822.33
Yahualica de Gonzalez Gallo,Comercializadora Delgado S.A. de C.V.,12767442.74,,2022505.67,3028857.95,9047819.69
Arandas,Empresa Rios S.R.L. de C.V.,8084784.77,3470911.21,4825339.9,5279304.39,868376.97
Ayotlan,Grupo Soto S.C.,9107841.95,10069023.15,2949815.4,4284896.13,
Jocotepec,Industrias Valdez,10326269.18,10741890.19,5367268.29,2880598.13,10746419.51
Tonaya,Industrias Gomez S.C.,1394282.7,6718946.31,13493511.04,14187984.29,14433476.64
Tamazula de Gordiano,Soluciones Soto S. de R.L.,7371630.89,3278788.34,12539628.41,7857200.3,
San Juanito de Escobedo,Servicios Quintero S.R.L. de C.V.,10761088.5,12665722.19,1262557.94,2209168.73,
Tizapan el Alto,Servicios Ramos S.A.,4168127.3,826131.83,11521235.35,14476704.97,
Huejuquilla el Alto,Distribuidora Ochoa S. de R.L.,9750586.61,10383472.0,1434435.82,474211.92,2728077.11
Jesus Maria,Inversiones Jimenez,685329.82,3153778.45,3691590.6,12567263.37,
San Cristobal de la Barranca,Soluciones Vargas,6695568.36,,12639922.55,6918248.74,11081240.55
Tlaquepaque,Corporativo Perez S.A. de C.V.,14597369.07,1156805.01,,13902928.94,
Mezquitic,Empresa Valdez S. de R.L.,,296043.04,12033768.79,11157145.23,3223398.64
Valle de Guadalupe,Constructora Lopez,8425329.36,,,3232242.3,428356.96
Ayotlan,Empresa Valdez,,3094617.9,5411316.11,2290951.69,
Chapala,Soluciones Rios S.R.L. de C.V.,6603096.65,9731396.5,2234681.99,9262567.5,8772923.26
Tlajomulco de Zuniga,Distribuidora Perez,12716476.36,11669558.48,2879358.26,,4285951.49
Guadalajara,Soluciones Lara S. de R.L.,4071804.24,14452646.43,,,10848223.84
Juanacatlan,Empresa Soto S.R.L. de C.V.,13937004.55,,14161168.4,7507058.82,4475326.04
Cihuatlan,Grupo Montes S.A. de C.V.,,2112455.4,9720394.35,10495475.62,
El Arenal,Inversiones Ochoa S.A.,9766589.69,2774760.38,6575981.79,,14185649.2
Tepatitlan de Morelos,Comercializadora Ochoa,3884915.68,,2772439.25,12125527.14,13220135.95
Tototlan,Inversiones Lopez,,5255675.67,5833740.09,11655473.47,4188590.03
Tecalitlan,Empresa Cervantes S. de R.L.,1704435.17,13108069.07,11524009.76,12848963.77,7430876.88
El Grullo,Empresa Ortega S. de R.L.,8620054.18,6739995.19,14484963.31,9792721.52,7609854.07
Yahualica de Gonzalez Gallo,Grupo Nunez S.A. de C.V.,11308614.65,230663.65,13055379.83,4550667.21,14249015.26
Ciudad Guzman,Industrias Lopez S.R.L. de C.V.,,1770793.08,10970942.77,7144105.24,7986145.04
Casimiro Castillo,Comercializadora Gomez S.A.,11252664.75,1042279.49,,11020812.58,12130395.92
Ayotlan,Comercializadora Sandoval S.A. de C.V.,8664775.51,8592880.68,3066452.51,10819680.11,14372242.56
Cocula,Constructora Martinez S. de R.L.,2746529.99,6628745.79,8681032.77,4465706.56,7691097.44
Etzatlan,Corporativo Rivera S.R.L. de C.V.,13548248.25,8856682.1,1263995.36,8704116.73,8804309.52
Ocotlan,Inversiones Hernandez S.A. de C.V.,14780775.61,2694979.08,7037423.94,,3782070.32
Ayotlan,Grupo Diaz,,12087167.69,13904052.48,6827480.45,8619215.74
Degollado,Empresa Pena S.R.L. de C.V.,10877409.21,2433215.27,678754.9,610113.33,10754617.06
Ciudad Guzman,Soluciones Morales S.A.,3857846.53,9251998.88,14729264.57,1481149.21,3936311.31
Tecalitlan,Servicios Gutierrez S. de R.L.,11596154.8,6030978.07,3453179.32,3241052.62,2547759.53
San Diego de Alejandria,Distribuidora Vargas S.C.,7593729.76,,10232115.26,,761274.49
Villa Purificacion,Comercializadora Ibarra S.C.,8676453.5,3504272.63,4950511.72,6503860.94,4438295.82
Bolanos,Industrias Sandoval S.C.,12360432.64,10352997.63,1253586.13,9311521.14,9058935.21
Ixtlahuacan del Rio,Grupo Castillo S.R.L. de C.V.,11004863.94,13963166.05,12263308.65,5836322.31,10087691.19
El Arenal,Corporativo Ortega S.A.,8583890.04,6523831.97,6185863.28,2144806.71,5082865.46
Degollado,Servicios Martinez S.A. de C.V.,6215365.86,,14062620.07,9435510.68,14644078.63
Hostotipaquillo,Corporativo Tapia S.A.,13419071.77,12268908.75,2154221.38,9477619.67,10533538.44
Encarnacion de Diaz,Distribuidora Ortega S.C.,8352534.25,,1924476.9,11604288.63,10802039.55
Tala,Inversiones Ibarra S.A.,9456041.56,,4746266.11,9269463.97,10556642.83
Ocotlan,Soluciones Gutierrez S.R.L. de C.V.,7966864.79,5188445.83,10092919.14,9660716.54,
Cihuatlan,Servicios Gutierrez S.C.,14393112.0,,6752253.84,6755013.06,13638377.06
Cabo Corrientes,Empresa Martinez S.R.L. de C.V.,9173345.46,9103142.99,13062119.27,2038382.31,14173751.9
Tuxcueca,Corporativo Medina S.A.,11686402.91,5421713.49,3779968.73,2274206.37,
Huejucar,Comercializadora Soto S.A. de C.V.,12814777.79,6170473.37,8802106.86,4327324.59,13032253.04
El Arenal,Distribuidora Diaz S.A. de C.V.,3016985.31,,111036.48,13450982.8,360953.74
Tequila,Servicios Ibarra S.R.L. de C.V.,3897741.34,13986977.97,3101404.09,4378201.24,119070.46
Magdalena,Constructora Nunez S. de R.L.,3678517.38,1079248.41,,14522954.18,5503825.0
Huejuquilla el Alto,Distribuidora Uribe S. de R.L.,1067444.52,2118988.28,,5306308.08,11590977.18
San Juan de los Lagos,Industrias Ybarra S.A. de C.V.,11557151.14,10968416.95,4153246.69,11228177.32,11028262.36
San Cristobal de la Barranca,Corporativo Gomez S.A.,2854936.8,8629105.57,9539100.06,9257075.52,14985443.89
Chapala,Corporativo Rios,14678332.82,4947510.27,9896940.37,10606430.26,10513854.51
Tala,Servicios Ochoa S.R.L. de C.V.,12495345.6,14123227.25,1245879.78,12786145.64,14968162.33
El Arenal,Empresa Gomez,402250.04,12756993.54,4543591.98,14452968.47,3800313.78
La Manzanilla de la Paz,Servicios Ybarra,,4445579.67,5676066.17,4908549.36,12632701.06
Tuxcacuesco,Constructora Fuentes S. de R.L.,10856648.27,974187.88,1829185.08,,10789014.81
San Juanito de Escobedo,Inversiones Soto S. de R.L.,4295238.4,7301490.23,4091639.29,591550.68,14312628.94
Zacoalco de Torres,Industrias Zepeda S.R.L. de C.V.,2552427.06,10128168.79,6489388.85,,3535256.07
Zapotlan del Rey,Grupo Gomez S.A. de C.V.,6659127.07,9343435.63,,1909631.64,959129.36
Mezquitic,Grupo Quintero S.C.,,2279949.48,13156692.32,12774098.38,12202321.09
Tequila,Grupo Castillo S.A.,2231929.0,4978880.96,5252544.66,8266052.33,13695711.47
Mazamitla,Industrias Reyes S.C.,5987490.07,1306231.69,,1381090.32,7573369.15
Autlan de Navarro,Industrias Castillo S.R.L. de C.V.,6974848.28,3195237.69,7028501.41,5557109.74,12145369.11
Ayotlan,Inversiones Ramos S.A.,13343005.27,6122817.75,5433282.39,2757554.95,11165012.48
El Limon,Comercializadora Vega,6797497.63,9820190.03,4435594.72,11567068.67,422907.23
Valle de Guadalupe,Grupo Morales S.R.L. de C.V.,12855124.64,13255676.15,,,7918270.63
Cabo Corrientes,Distribuidora Jimenez S. de R.L.,,5054745.41,6502716.85,,
San Martin Hidalgo,Constructora Ochoa S.A.,369199.67,869287.14,11693345.34,13378425.74,6744007.86
Ojuelos de Jalisco,Distribuidora Castillo S.C.,8778050.09,10206028.9,,8282382.4,9633344.36
Juanacatlan,Empresa Perez S. de R.L.,1273613.58,7724045.39,4137328.8,,14205111.78
Zapopan,Distribuidora Ortega S.C.,,7801148.25,10772101.28,11187188.0,66628.01
Arandas,Empresa Ibarra,11440439.48,8440653.06,6662136.22,7964194.2,2957861.43
Cocula,Constructora Jimenez S.C.,,8495335.12,689807.5,,2160124.59
Degollado,Soluciones Lopez S.R.L. de C.V.,5848657.4,,5607628.31,13478289.19,13503320.8
Zapotlan de Juarez,Constructora Jimenez S.R.L. de C.V.,9513106.54,3055661.25,,12921573.72,8047571.91
Ixtlahuacan de los Membrillos,Industrias Soto S.R.L. de C.V.,6930495.31,10353530.27,14169314.81,4926141.67,11831264.05
San Miguel el Alto,Servicios Lara S.A. de C.V.,12330275.59,3755146.57,12497600.34,10581107.73,6823905.96
San Martin Hidalgo,Corporativo Ibarra,4604775.45,3325214.06,,,1232175.14
Ayotlan,Constructora Diaz S.A. de C.V.,4124646.01,9708037.03,13425604.37,8293660.81,10762770.98
Cocula,Corporativo Ochoa S.C.,10543535.37,8395312.13,2850204.66,9826499.4,12875830.92
Etzatlan,Servicios Rios S. de R.L.,10902673.25,9173755.92,4821303.08,5389168.93,
Atemajac de Brizuela,Industrias Lara S.A.,1052617.04,12100877.63,12301189.99,6329909.01,
Jocotepec,Industrias Castillo,,167456.24,6936234.17,13765431.77,525714.08
Cocula,Industrias Gomez,1034564.28,2119912.53,12561754.96,3833333.54,
Tepic,Grupo Cruz S.A. de C.V.,12082902.77,2241296.58,1262304.99,,6140225.37
Juanacatlan,Inversiones Ybarra S.C.,7100048.88,,13303991.13,,11514100.37
Huejucar,Corporativo Jimenez S.C.,7503010.49,3414117.06,10899890.69,8791243.87,11887644.38
Arandas,Distribuidora Gutierrez S.A. de C.V.,5737566.33,10861898.19,11761743.52,4832599.39,12695691.54
Guadalajara,Distribuidora Ybarra S.A.,2687046.58,,7965386.65,8537197.88,3170654.55
Tototlan,Comercializadora Mendoza S.R.L. de C.V.,1833233.11,7676151.21,7676990.94,9317800.94,
Jamay,Constructora Rivera S.R.L. de C.V.,14889100.01,11711241.84,10758373.79,14599834.42,3305530.48
Ameca,Soluciones Gomez S.C.,9562145.86,6343281.37,13479190.28,14501231.92,3845303.57
Ayotlan,Empresa Valdez S.R.L. de C.V.,,,14918523.81,12650024.54,1788726.56
Autlan de Navarro,Soluciones Tapia S.A.,,13211245.84,8956442.8,5502272.8,12220626.65
Encarnacion de Diaz,Inversiones Quintero S.A.,10448820.28,3991748.85,8830186.07,9285966.36,6837520.45
Jesus Maria,Servicios Cervantes,4626385.21,4175385.6,6245879.31,13909534.21,
Autlan de Navarro,Inversiones Zepeda S. de R.L.,4288791.94,3578583.2,3282247.99,,3208024.59
Arandas,Constructora Reyes S.R.L. de C.V.,13824163.83,4178757.65,12824275.01,5331741.38,11938924.51
Tuxcueca,Constructora Uribe S.R.L. de C.V.,8221674.85,1450042.14,7043645.55,5457298.58,13597848.33
San Martin Hidalgo,Inversiones Gomez S.A.,,92650.52,,14196148.4,10251129.5
Tepic,Inversiones Martinez,12710072.46,5506175.31,12674419.07,11082348.76,13857090.9
San Martin de Bolanos,Corporativo Hernandez S.R.L. de C.V.,3977685.58,13950072.01,13792009.63,9298384.8,9963103.65
Huejucar,Distribuidora Flores S.A.,10407307.81,8033988.35,8871191.43,,4111497.86
La Manzanilla de la Paz,Inversiones Diaz S.A. de C.V.,2063245.42,9190973.13,14572121.52,342501.67,
San Miguel el Alto,Soluciones Ibarra S.A. de C.V.,9076422.26,4628357.73,5080218.5,3559485.19,12239686.3
Chapala,Industrias Vargas S.C.,5371935.61,2530856.67,11478962.4,12934140.13,3385036.75
Cocula,Soluciones Reyes S.A.,,13118950.18,,11231025.15,4608707.53
Yahualica de Gonzalez Gallo,Soluciones Rios S. de R.L.,,10576544.4,7775408.57,9533007.14,4406626.76
Tlajomulco de Zuniga,Servicios Ortega S. de R.L.,,5722457.73,9523114.57,8721389.15,2221285.9
Ayotlan,Constructora Quintero S. de R.L.,8031171.4,3571860.5,4268727.48,3290747.01,
Techaluta de Montenegro,Empresa Rios S.R.L. de C.V.,6647413.99,6970449.99,3731009.63,,13611868.04
Puerto Vallarta,Grupo Pena S.C.,2594679.85,3933174.62,1957013.86,14775832.04,14803695.22
Guadalajara,Corporativo Nunez S.A. de C.V.,12806045.69,2327389.18,2309653.69,13806364.68,5912419.94
Teocaltiche,Empresa Gomez S.R.L. de C.V.,11533155.56,2764526.2,14750764.05,6969493.95,5566379.85
Magdalena,Servicios Fuentes S.A. de C.V.,1353036.7,8311565.25,3694921.83,12164398.13,5940543.77
Ayotlan,Comercializadora Hernandez S.A. de C.V.,13073593.64,13307326.99,13677691.96,,
Tonala,Comercializadora Pena S.C.,8263589.67,2686121.06,2957850.37,3254703.13,8609364.33
Mixtlan,Corporativo Gutierrez S.C.,1070865.11,5497118.32,9112525.1,12391272.78,8319047.54
Degollado,Corporativo Delgado S.A. de C.V.,14598792.28,1460733.04,13026583.91,6785355.21,
La Manzanilla de la Paz,Distribuidora Rivera S.C.,8466089.53,4978494.7,9706695.97,6046843.11,2652382.73
La Manzanilla de la Paz,Empresa Mendoza S.A.,665110.88,7106524.42,11388889.11,5274410.77,1370467.84
Hostotipaquillo,Comercializadora Zepeda S.A.,11536895.69,,12865449.42,1732505.23,5352365.48
Tonaya,Corporativo Mendoza S.A. de C.V.,3454136.65,9718529.35,1729672.83,7967573.66,13477601.32
Zacoalco de Torres,Servicios Mendoza S.R.L. de C.V.,14003064.91,8151326.8,9618972.98,12934684.64,3349462.22
Techaluta de Montenegro,Corporativo Perez S.A. de C.V.,2765179.63,2375306.0,10007618.94,3816845.29,14173620.36
La Huerta,Constructora Rivera S.R.L. de C.V.,8143117.83,5026320.76,,5177567.05,9282035.49
Guadalajara,Industrias Ramirez S.A.,5603303.74,9040034.07,11840265.64,10066903.56,588564.91
Teocuitatlan de Corona,Industrias Lopez S. de R.L.,2058536.72,9324514.53,10927722.64,7947967.33,8386980.18
Zapopan,Inversiones Torres S. de R.L.,2080320.47,7323982.58,8122175.51,14027523.25,12194862.47
Autlan de Navarro,Grupo Valdez S.A.,8531951.76,1795292.26,12602632.04,922220.2,
Degollado,Inversiones Perez S.A.,7502006.19,8584560.7,8288193.12,3619733.95,2456650.56
Juanacatlan,Servicios Ibarra S.C.,12030590.54,,3778943.23,12387062.64,
Encarnacion de Diaz,Industrias Rivera S.R.L. de C.V.,11979424.02,,3408774.1,3072296.95,12019630.39
Magdalena,Comercializadora Zepeda,3222730.15,8792347.03,1070601.07,4769419.63,12072183.29
Acatic,Comercializadora Flores,5366831.42,14671777.23,6603083.68,5912929.74,2197310.47
Ciudad Guzman,Soluciones Tapia S.A.,259251.21,1032093.65,4083823.95,,10733552.67
Hostotipaquillo,Grupo Ochoa S.R.L. de C.V.,4445800.26,14987816.28,,3541934.97,
Techaluta de Montenegro,Industrias Flores,14304522.76,14623607.24,,7746708.45,3984436.34
Atemajac de Brizuela,Comercializadora Hernandez S.R.L. de C.V.,8615196.8,14812130.79,14840773.22,8597245.73,13972764.49
Zapotlan de Juarez,Constructora Quintero S.A.,,6666797.82,2423771.35,4946576.83,5837087.2
Cihuatlan,Soluciones Soto S.C.,10216458.9,13249087.81,10512525.44,3976074.92,8192548.72
Villa Corona,Distribuidora Gutierrez S.A. de C.V.,7000088.73,14818244.97,12768941.93,14331795.14,2417357.17
Tecalitlan,Inversiones Sandoval,14175337.28,3846698.34,,,4512251.12
Jesus Maria,Constructora Torres S.A.,242854.78,9061614.46,11632818.57,5092657.14,12214004.4
El Limon,Servicios Soto S.A. de C.V.,7549616.06,,,6295488.12,13096116.91
Valle de Guadalupe,Corporativo Tapia S.A.,10705431.23,346709.84,,5426358.13,4428829.58
Tonaya,Corporativo Ramos S.A.,4746157.88,8813125.52,5793466.19,12515554.53,
Jesus Maria,Empresa Ramirez S.A.,3402613.35,8742630.35,12187628.9,14159887.24,5197323.21
Tizapan el Alto,Servicios Fuentes,13761403.29,5869246.6,6107303.7,1050326.46,6876174.47
Tala,Soluciones Hernandez S.R.L. de C.V.,12857414.42,349978.79,13505084.06,1160753.66,13613085.24
Jesus Maria,Grupo Diaz,13564786.32,12883166.52,3363629.5,14255802.94,1705781.63
Villa Hidalgo,Servicios Mendoza S.A.,10171635.46,3867768.62,7325553.04,11349454.72,10791816.03
Cabo Corrientes,Comercializadora Sandoval S.C.,12626593.16,4138141.7,1970252.26,12400607.01,12776229.68
Jocotepec,Servicios Ybarra S.A. de C.V.,14884152.25,11168309.24,9773528.2,12162443.04,8950208.22
Tamazula de Gordiano,Comercializadora Nunez S. de R.L.,1544860.33,9373618.72,1330850.59,9191501.13,4691708.65
Zapotlan del Rey,Servicios Tapia S.A. de C.V.,12400847.81,10408747.51,12108049.14,479005.86,14625379.07
Ocotlan,Comercializadora Rios S.C.,4973479.8,5969135.01,,7203132.67,3700633.14
Ojuelos de Jalisco,Servicios Morales S.A. de C.V.,4191151.46,123124.05,13954609.35,8388340.47,12861195.26
Villa Corona,Inversiones Soto S.A.,11028742.29,7082285.19,4263958.22,7588972.1,3478494.26
El Arenal,Distribuidora Lara,4622556.54,9602159.59,234055.16,6487804.13,9759713.49
Jilotlan de los Dolores,Comercializadora Rivera S. de R.L.,5228887.12,8352329.95,11051537.28,,
Magdalena,Empresa Hernandez S.C.,8392092.32,,8479568.51,7202838.15,11435341.82
Acatic,Grupo Lara S.A. de C.V.,3114234.87,12851435.6,1900567.84,4472401.13,825740.14
Villa Corona,Corporativo Diaz S. de R.L.,1750048.05,4216767.37,14760049.37,9549311.37,12074160.89
